"","X1","Protein_Id","Gene_Symbol","Uniprot_Acc"
"351",351,"sp.Q9UQB3.CTND2_HUMAN","CTNND2","Q9UQB3"
"352",352,"sp.O95801.TTC4_HUMAN","TTC4","O95801"
"353",353,"sp.Q8N7X1.RMXL3_HUMAN","RBMXL3","Q8N7X1"
"354",354,"sp.O75526.RMXL2_HUMAN","RBMXL2","O75526"
"355",355,"sp.Q96E39.RMXL1_HUMAN","RBMXL1","Q96E39"
"356",356,"sp.O14776.TCRG1_HUMAN","TCERG1","O14776"
"357",357,"sp.Q75N03.HAKAI_HUMAN","CBLL1","Q75N03"
"358",358,"tr.H3BT71.H3BT71_HUMAN","RBMX","H3BT71"
"359",359,"sp.A6NDE4.RBY1B_HUMAN","RBMY1B","A6NDE4"
"360",360,"tr.H3BUY5.H3BUY5_HUMAN","RBMX","H3BUY5"
"361",361,"sp.Q8IZ40.RCOR2_HUMAN","RCOR2","Q8IZ40"
"362",362,"sp.Q9P2K3.3.RCOR3_HUMAN","RCOR3","Q9P2K3-3"
"363",363,"sp.Q9UKL0.RCOR1_HUMAN","RCOR1","Q9UKL0"
"364",364,"sp.Q76MJ5.ERN2_HUMAN","ERN2","Q76MJ5"
"365",365,"sp.Q7L0Y3.MRRP1_HUMAN","TRMT10C","Q7L0Y3"
"366",366,"sp.P57086.SCND1_HUMAN","SCAND1","P57086"
"367",367,"sp.Q96CD0.FBXL8_HUMAN","FBXL8","Q96CD0"
"368",368,"sp.Q9Y426.CU025_HUMAN","C2CD2","Q9Y426"
"369",369,"sp.P15923.2.TFE2_HUMAN","TCF3","P15923-2"
"370",370,"sp.P15884.2.ITF2_HUMAN","TCF4","P15884-2"
"371",371,"sp.Q99081.3.HTF4_HUMAN","TCF12","Q99081-3"
"372",372,"sp.P15884.ITF2_HUMAN","TCF4","P15884"
"373",373,"sp.Q8ND83.SLAI1_HUMAN","SLAIN1","Q8ND83"
"374",374,"sp.Q99613.EIF3C_HUMAN","EIF3C","Q99613"
"375",375,"sp.Q9H2M9.RBGPR_HUMAN","RAB3GAP2","Q9H2M9"
"376",376,"sp.O95429.BAG4_HUMAN","BAG4","O95429"
"377",377,"sp.P13994.CC130_HUMAN","CCDC130","P13994"
"378",378,"sp.Q96BN8.OTUL_HUMAN","FAM105B","Q96BN8"
"379",379,"sp.Q01831.XPC_HUMAN","XPC","Q01831"
"380",380,"sp.P35269.T2FA_HUMAN","GTF2F1","P35269"
"381",381,"sp.Q7Z5L9.I2BP2_HUMAN","IRF2BP2","Q7Z5L9"
"382",382,"sp.Q7Z5L9.2.I2BP2_HUMAN","IRF2BP2","Q7Z5L9-2"
"383",383,"sp.Q9H1B7.I2BPL_HUMAN","IRF2BPL","Q9H1B7"
"384",384,"sp.Q8IU81.I2BP1_HUMAN","IRF2BP1","Q8IU81"
"385",385,"sp.Q9UNS1.TIM_HUMAN","TIMELESS","Q9UNS1"
"386",386,"sp.Q6GYQ0.2.RGPA1_HUMAN","RALGAPA1","Q6GYQ0-2"
"387",387,"sp.Q2PPJ7.RGPA2_HUMAN","RALGAPA2","Q2PPJ7"
"388",388,"sp.P61254.RL26_HUMAN","RPL26","P61254"
"389",389,"sp.Q9UNX3.RL26L_HUMAN","RPL26L1","Q9UNX3"
"390",390,"sp.Q96P48.ARAP1_HUMAN","ARAP1","Q96P48"
"391",391,"sp.P51825.2.AFF1_HUMAN","AFF1","P51825-2"
"392",392,"sp.Q6PGN9.2.PSRC1_HUMAN","PSRC1","Q6PGN9-2"
"393",393,"sp.Q9UKJ3.GPTC8_HUMAN","GPATCH8","Q9UKJ3"
"394",394,"sp.P18754.2.RCC1_HUMAN","RCC1","P18754-2"
"395",395,"sp.Q562R1.ACTBL_HUMAN","ACTBL2","Q562R1"
"396",396,"sp.A5A3E0.POTEF_HUMAN","POTEF","A5A3E0"
"397",397,"sp.P0CG38.POTEI_HUMAN","POTEI","P0CG38"
"398",398,"sp.P62736.ACTA_HUMAN","ACTA2","P62736"
"399",399,"sp.P68133.ACTS_HUMAN","ACTA1","P68133"
"400",400,"sp.P60709.ACTB_HUMAN","ACTB","P60709"
"401",401,"tr.K7EM38.K7EM38_HUMAN","ACTG1","K7EM38"
"402",402,"sp.P08559.ODPA_HUMAN","PDHA1","P08559"
"403",403,"sp.Q10570.CPSF1_HUMAN","CPSF1","Q10570"
"404",404,"sp.Q05DH4.F16A1_HUMAN","FAM160A1","Q05DH4"
"405",405,"sp.Q5JUR7.TEX30_HUMAN","TEX30","Q5JUR7"
"406",406,"sp.O75155.CAND2_HUMAN","CAND2","O75155"
"407",407,"sp.Q86VP6.CAND1_HUMAN","CAND1","Q86VP6"
"408",408,"tr.F5HFY4.F5HFY4_HUMAN","NAP1L4b","F5HFY4"
"409",409,"sp.P55209.NP1L1_HUMAN","NAP1L1","P55209"
"410",410,"tr.B7Z9C2.B7Z9C2_HUMAN","NAP1L1","B7Z9C2"
"411",411,"sp.P50607.2.TUB_HUMAN","TUB","P50607-2"
"412",412,"sp.O75386.TULP3_HUMAN","TULP3","O75386"
"413",413,"sp.P14555.PA2GA_HUMAN","PLA2G2A","P14555"
"414",414,"sp.Q96RP9.EFGM_HUMAN","GFM1","Q96RP9"
"415",415,"sp.Q15262.2.PTPRK_HUMAN","PTPRK","Q15262-2"
"416",416,"sp.P28827.2.PTPRM_HUMAN","PTPRM","P28827-2"
"417",417,"sp.Q86XX4.2.FRAS1_HUMAN","FRAS1","Q86XX4-2"
"418",418,"sp.Q8N1S5.S39AB_HUMAN","SLC39A11","Q8N1S5"
"419",419,"sp.Q8NB78.KDM1B_HUMAN","KDM1B","Q8NB78"
"420",420,"sp.Q9NVC6.MED17_HUMAN","MED17","Q9NVC6"
"421",421,"sp.Q6NSJ5.LRC8E_HUMAN","LRRC8E","Q6NSJ5"
"422",422,"sp.Q7L1W4.LRC8D_HUMAN","LRRC8D","Q7L1W4"
"423",423,"sp.Q8IWT6.LRC8A_HUMAN","LRRC8A","Q8IWT6"
"424",424,"sp.Q6P9F7.LRC8B_HUMAN","LRRC8B","Q6P9F7"
"425",425,"sp.Q8TDW0.LRC8C_HUMAN","LRRC8C","Q8TDW0"
"426",426,"tr.J9JID7.J9JID7_HUMAN","LMNB2","J9JID7"
"427",427,"sp.P02545.LMNA_HUMAN","LMNA","P02545"
"428",428,"sp.P20700.LMNB1_HUMAN","LMNB1","P20700"
"429",429,"sp.P49006.MRP_HUMAN","MARCKSL1","P49006"
"430",430,"sp.P29966.MARCS_HUMAN","MARCKS","P29966"
"431",431,"sp.Q7KZF4.SND1_HUMAN","SND1","Q7KZF4"
"432",432,"sp.P09327.VILI_HUMAN","VIL1","P09327"
"433",433,"sp.O75366.AVIL_HUMAN","AVIL","O75366"
"434",434,"sp.Q14147.DHX34_HUMAN","DHX34","Q14147"
"435",435,"sp.Q8IX15.HOMEZ_HUMAN","HOMEZ","Q8IX15"
"436",436,"sp.Q8N3V7.SYNPO_HUMAN","SYNPO","Q8N3V7"
"437",437,"sp.Q8N3V7.2.SYNPO_HUMAN","SYNPO","Q8N3V7-2"
"438",438,"sp.P11274.BCR_HUMAN","BCR","P11274"
"439",439,"sp.Q12979.ABR_HUMAN","ABR","Q12979"
"440",440,"sp.Q96F07.CYFP2_HUMAN","CYFIP2","Q96F07"
"441",441,"sp.Q7L576.CYFP1_HUMAN","CYFIP1","Q7L576"
"442",442,"sp.Q6UWP2.DHR11_HUMAN","DHRS11","Q6UWP2"
"443",443,"sp.P28290.SSFA2_HUMAN","SSFA2","P28290"
"444",444,"sp.O75528.TADA3_HUMAN","TADA3","O75528"
"445",445,"sp.Q9NXC5.MIO_HUMAN","MIOS","Q9NXC5"
"446",446,"sp.Q5SQI0.ATAT_HUMAN","ATAT1","Q5SQI0"
"447",447,"sp.Q9Y5W8.SNX13_HUMAN","SNX13","Q9Y5W8"
"448",448,"sp.P18206.VINC_HUMAN","VCL","P18206"
"449",449,"sp.Q8IYI6.EXOC8_HUMAN","EXOC8","Q8IYI6"
"450",450,"sp.Q13087.PDIA2_HUMAN","PDIA2","Q13087"
"451",451,"sp.P42858.HD_HUMAN","HTT","P42858"
"452",452,"sp.P19404.NDUV2_HUMAN","NDUFV2","P19404"
"453",453,"sp.Q12849.GRSF1_HUMAN","GRSF1","Q12849"
"454",454,"sp.O43837.IDH3B_HUMAN","IDH3B","O43837"
"455",455,"sp.Q8N201.INT1_HUMAN","INTS1","Q8N201"
"456",456,"sp.Q9H1K6.MESD1_HUMAN","MESDC1","Q9H1K6"
"457",457,"sp.Q9UBF2.COPG2_HUMAN","COPG2","Q9UBF2"
"458",458,"sp.Q9Y678.COPG1_HUMAN","COPG1","Q9Y678"
"459",459,"sp.Q92521.PIGB_HUMAN","PIGB","Q92521"
"460",460,"sp.P54802.ANAG_HUMAN","NAGLU","P54802"
"461",461,"sp.O94876.TMCC1_HUMAN","TMCC1","O94876"
"462",462,"sp.O75069.TMCC2_HUMAN","TMCC2","O75069"
"463",463,"sp.Q9ULS5.TMCC3_HUMAN","TMCC3","Q9ULS5"
"464",464,"sp.Q99973.TEP1_HUMAN","TEP1","Q99973"
"465",465,"sp.Q96PY5.3.FMNL2_HUMAN","FMNL2","Q96PY5-3"
"466",466,"sp.Q8IVF7.FMNL3_HUMAN","FMNL3","Q8IVF7"
"467",467,"sp.O95466.2.FMNL_HUMAN","FMNL1","O95466-2"
"468",468,"sp.O00468.6.AGRIN_HUMAN","AGRN","O00468-6"
"469",469,"sp.O00330.ODPX_HUMAN","PDHX","O00330"
"470",470,"sp.P13995.MTDC_HUMAN","MTHFD2","P13995"
"471",471,"sp.Q9H903.MTD2L_HUMAN","MTHFD2L","Q9H903"
"472",472,"sp.Q8IXS6.2.PALM2_HUMAN","PALM2","Q8IXS6-2"
"473",473,"sp.Q9Y2D5.6.AKAP2_HUMAN","AKAP2","Q9Y2D5-6"
"474",474,"sp.O75781.PALM_HUMAN","PALM","O75781"
"475",475,"sp.Q9ULJ7.ANR50_HUMAN","ANKRD50","Q9ULJ7"
"476",476,"sp.P49585.PCY1A_HUMAN","PCYT1A","P49585"
"477",477,"sp.Q9Y5K3.PCY1B_HUMAN","PCYT1B","Q9Y5K3"
"478",478,"sp.Q70CQ2.UBP34_HUMAN","USP34","Q70CQ2"
"479",479,"sp.Q05469.LIPS_HUMAN","LIPE","Q05469"
"480",480,"sp.Q96F24.NRBF2_HUMAN","NRBF2","Q96F24"
"481",481,"sp.P17858.K6PL_HUMAN","PFKL","P17858"
"482",482,"sp.Q01813.K6PP_HUMAN","PFKP","Q01813"
"483",483,"sp.P08237.3.K6PF_HUMAN","PFKM","P08237-3"
"484",484,"sp.Q9H7E9.2.CH033_HUMAN","C8orf33","Q9H7E9-2"
"485",485,"sp.Q96C10.DHX58_HUMAN","DHX58","Q96C10"
"486",486,"sp.P0C0L4.CO4A_HUMAN","C4A","P0C0L4"
"487",487,"sp.Q8IWY9.CDAN1_HUMAN","CDAN1","Q8IWY9"
"488",488,"sp.O15078.CE290_HUMAN","CEP290","O15078"
"489",489,"sp.Q9NYJ8.TAB2_HUMAN","TAB2","Q9NYJ8"
"490",490,"sp.Q96L93.2.KI16B_HUMAN","KIF16B","Q96L93-2"
"491",491,"sp.Q96L93.KI16B_HUMAN","KIF16B","Q96L93"
"492",492,"sp.Q12756.2.KIF1A_HUMAN","KIF1A","Q12756-2"
"493",493,"sp.O60333.2.KIF1B_HUMAN","KIF1B","O60333-2"
"494",494,"sp.O60333.3.KIF1B_HUMAN","KIF1B","O60333-3"
"495",495,"sp.Q9NQT8.KI13B_HUMAN","KIF13B","Q9NQT8"
"496",496,"sp.Q2VIQ3.KIF4B_HUMAN","KIF4B","Q2VIQ3"
"497",497,"sp.O95239.KIF4A_HUMAN","KIF4A","O95239"
"498",498,"sp.O43896.KIF1C_HUMAN","KIF1C","O43896"
"499",499,"sp.Q9H1H9.KI13A_HUMAN","KIF13A","Q9H1H9"
"500",500,"sp.Q5C9Z4.NOM1_HUMAN","NOM1","Q5C9Z4"
"501",501,"sp.Q9BVG8.KIFC3_HUMAN","KIFC3","Q9BVG8"
"502",502,"sp.O15066.KIF3B_HUMAN","KIF3B","O15066"
"503",503,"sp.O14782.KIF3C_HUMAN","KIF3C","O14782"
"504",504,"sp.Q9P2P6.STAR9_HUMAN","STARD9","Q9P2P6"
"505",505,"sp.Q8N5C8.TAB3_HUMAN","TAB3","Q8N5C8"
"506",506,"sp.Q9Y496.KIF3A_HUMAN","KIF3A","Q9Y496"
"507",507,"sp.Q9NWU5.RM22_HUMAN","MRPL22","Q9NWU5"
"508",508,"sp.O15126.SCAM1_HUMAN","SCAMP1","O15126"
"509",509,"sp.Q8IX12.CCAR1_HUMAN","CCAR1","Q8IX12"
"510",510,"sp.Q9UL16.CCD19_HUMAN","CCDC19","Q9UL16"
"511",511,"sp.A6NI79.CCD69_HUMAN","CCDC69","A6NI79"
"512",512,"sp.Q13227.GPS2_HUMAN","GPS2","Q13227"
"513",513,"sp.P62837.UB2D2_HUMAN","UBE2D2","P62837"
"514",514,"sp.Q9Y2X8.UB2D4_HUMAN","UBE2D4","Q9Y2X8"
"515",515,"sp.Q5JR59.MTUS2_HUMAN","MTUS2","Q5JR59"
"516",516,"sp.O95336.6PGL_HUMAN","PGLS","O95336"
"517",517,"sp.P55060.XPO2_HUMAN","CSE1L","P55060"
"518",518,"sp.Q9H8N7.ZN395_HUMAN","ZNF395","Q9H8N7"
"519",519,"sp.P38398.BRCA1_HUMAN","BRCA1","P38398"
"520",520,"sp.Q00577.PURA_HUMAN","PURA","Q00577"
"521",521,"sp.Q96QR8.PURB_HUMAN","PURB","Q96QR8"
"522",522,"sp.Q9UJV8.PURG_HUMAN","PURG","Q9UJV8"
"523",523,"sp.Q9BUH6.CI142_HUMAN","C9orf142","Q9BUH6"
"524",524,"sp.Q13889.TF2H3_HUMAN","GTF2H3","Q13889"
"525",525,"sp.Q9UK73.FEM1B_HUMAN","FEM1B","Q9UK73"
"526",526,"sp.Q9HCU0.CD248_HUMAN","CD248","Q9HCU0"
"527",527,"sp.O95235.KI20A_HUMAN","KIF20A","O95235"
"528",528,"sp.Q9BX93.PG12B_HUMAN","PLA2G12B","Q9BX93"
"529",529,"sp.Q9P265.DIP2B_HUMAN","DIP2B","Q9P265"
"530",530,"sp.Q14689.DIP2A_HUMAN","DIP2A","Q14689"
"531",531,"sp.Q9Y2E4.DIP2C_HUMAN","DIP2C","Q9Y2E4"
"532",532,"sp.Q8IZT6.ASPM_HUMAN","ASPM","Q8IZT6"
"533",533,"sp.Q9Y4F9.FA65B_HUMAN","FAM65B","Q9Y4F9"
"534",534,"sp.Q6ZS17.4.FA65A_HUMAN","FAM65A","Q6ZS17-4"
"535",535,"sp.Q00341.VIGLN_HUMAN","HDLBP","Q00341"
"536",536,"sp.Q9BXX3.AN30A_HUMAN","ANKRD30A","Q9BXX3"
"537",537,"sp.P26022.PTX3_HUMAN","PTX3","P26022"
"538",538,"sp.Q8TDX7.NEK7_HUMAN","NEK7","Q8TDX7"
"539",539,"sp.Q9HC98.2.NEK6_HUMAN","NEK6","Q9HC98-2"
"540",540,"sp.P13796.PLSL_HUMAN","LCP1","P13796"
"541",541,"sp.P13797.PLST_HUMAN","PLS3","P13797"
"542",542,"sp.Q14651.PLSI_HUMAN","PLS1","Q14651"
"543",543,"sp.Q92844.TANK_HUMAN","TANK","Q92844"
"544",544,"sp.Q9P2G1.AKIB1_HUMAN","ANKIB1","Q9P2G1"
"545",545,"sp.Q9HC38.2.GLOD4_HUMAN","GLOD4","Q9HC38-2"
"546",546,"sp.O94986.CE152_HUMAN","CEP152","O94986"
"547",547,"sp.Q5THK1.PR14L_HUMAN","PRR14L","Q5THK1"
"548",548,"sp.Q9BWN1.PRR14_HUMAN","PRR14","Q9BWN1"
"549",549,"sp.Q9NT68.TEN2_HUMAN","TENM2","Q9NT68"
"550",550,"sp.Q9P273.TEN3_HUMAN","TENM3","Q9P273"
"551",551,"sp.Q6N022.TEN4_HUMAN","TENM4","Q6N022"
"552",552,"sp.Q9UKZ4.2.TEN1_HUMAN","TENM1","Q9UKZ4-2"
"553",553,"sp.Q53H12.AGK_HUMAN","AGK","Q53H12"
"554",554,"sp.Q9Y2I8.WDR37_HUMAN","WDR37","Q9Y2I8"
"555",555,"sp.Q05086.3.UBE3A_HUMAN","UBE3A","Q05086-3"
"556",556,"sp.Q9H019.MFR1L_HUMAN","MTFR1L","Q9H019"
"557",557,"sp.Q8NCG7.DGLB_HUMAN","DAGLB","Q8NCG7"
"558",558,"sp.Q9UGR2.2.Z3H7B_HUMAN","ZC3H7B","Q9UGR2-2"
"559",559,"sp.Q8IWR0.Z3H7A_HUMAN","ZC3H7A","Q8IWR0"
"560",560,"sp.Q8NCN4.RN169_HUMAN","RNF169","Q8NCN4"
"561",561,"sp.Q9ULB5.CADH7_HUMAN","CDH7","Q9ULB5"
"562",562,"sp.Q86UP0.CAD24_HUMAN","CDH24","Q86UP0"
"563",563,"sp.P55289.CAD12_HUMAN","CDH12","P55289"
"564",564,"sp.P55287.CAD11_HUMAN","CDH11","P55287"
"565",565,"sp.P55285.CADH6_HUMAN","CDH6","P55285"
"566",566,"sp.Q9Y6N8.CAD10_HUMAN","CDH10","Q9Y6N8"
"567",567,"sp.P55286.CADH8_HUMAN","CDH8","P55286"
"568",568,"sp.P06753.TPM3_HUMAN","TPM3","P06753"
"569",569,"sp.P09493.8.TPM1_HUMAN","TPM1","P09493-8"
"570",570,"sp.P09493.10.TPM1_HUMAN","TPM1","P09493-10"
"571",571,"sp.P07951.TPM2_HUMAN","TPM2","P07951"
"572",572,"sp.P07951.2.TPM2_HUMAN","TPM2","P07951-2"
"573",573,"sp.P67936.2.TPM4_HUMAN","TPM4","P67936-2"
"574",574,"sp.P67936.TPM4_HUMAN","TPM4","P67936"
"575",575,"sp.P06753.4.TPM3_HUMAN","TPM3","P06753-4"
"576",576,"sp.A6NL28.TPM3L_HUMAN",NA,"A6NL28"
"577",577,"tr.Q6ZN40.Q6ZN40_HUMAN","TPM1","Q6ZN40"
"578",578,"tr.H0YK48.H0YK48_HUMAN","TPM1","H0YK48"
"579",579,"tr.Q5VU59.Q5VU59_HUMAN","TPM3","Q5VU59"
"580",580,"sp.Q2TAC2.CCD57_HUMAN","CCDC57","Q2TAC2"
"581",581,"sp.Q92616.GCN1L_HUMAN","GCN1L1","Q92616"
"582",582,"sp.Q3MIX3.ADCK5_HUMAN","ADCK5","Q3MIX3"
"583",583,"sp.Q9H6L2.2.TM231_HUMAN","TMEM231","Q9H6L2-2"
"584",584,"sp.Q9UNF0.PACN2_HUMAN","PACSIN2","Q9UNF0"
"585",585,"sp.Q9UNF0.2.PACN2_HUMAN","PACSIN2","Q9UNF0-2"
"586",586,"sp.Q9BY11.PACN1_HUMAN","PACSIN1","Q9BY11"
"587",587,"sp.O60749.SNX2_HUMAN","SNX2","O60749"
"588",588,"sp.Q13596.SNX1_HUMAN","SNX1","Q13596"
"589",589,"sp.Q13907.2.IDI1_HUMAN","IDI1","Q13907-2"
"590",590,"sp.Q7Z6E9.RBBP6_HUMAN","RBBP6","Q7Z6E9"
"591",591,"sp.Q9UBQ7.GRHPR_HUMAN","GRHPR","Q9UBQ7"
"592",592,"sp.P43304.GPDM_HUMAN","GPD2","P43304"
"593",593,"sp.P48730.KC1D_HUMAN","CSNK1D","P48730"
"594",594,"tr.Q71TU5.Q71TU5_HUMAN","CSNK1A1","Q71TU5"
"595",595,"sp.P48729.2.KC1A_HUMAN","CSNK1A1","P48729-2"
"596",596,"sp.P49674.KC1E_HUMAN","CSNK1E","P49674"
"597",597,"sp.Q53G44.IF44L_HUMAN","IFI44L","Q53G44"
"598",598,"sp.Q12830.BPTF_HUMAN","BPTF","Q12830"
"599",599,"sp.Q9NSV4.DIAP3_HUMAN","DIAPH3","Q9NSV4"
"600",600,"tr.E9PE19.E9PE19_HUMAN","BPTF","E9PE19"
"601",601,"sp.P02766.TTHY_HUMAN","TTR","P02766"
"602",602,"sp.Q14CN2.CLCA4_HUMAN","CLCA4","Q14CN2"
"603",603,"sp.A8K7I4.CLCA1_HUMAN","CLCA1","A8K7I4"
"604",604,"sp.Q7Z333.SETX_HUMAN","SETX","Q7Z333"
"605",605,"sp.Q86YA3.CD021_HUMAN","C4orf21","Q86YA3"
"606",606,"sp.Q96EV2.RBM33_HUMAN","RBM33","Q96EV2"
"607",607,"tr.H0Y3K4.H0Y3K4_HUMAN","RBM33","H0Y3K4"
"608",608,"sp.Q96ST2.IWS1_HUMAN","IWS1","Q96ST2"
"609",609,"sp.O00443.P3C2A_HUMAN","PIK3C2A","O00443"
"610",610,"sp.Q14155.5.ARHG7_HUMAN","ARHGEF7","Q14155-5"
"611",611,"sp.Q15052.ARHG6_HUMAN","ARHGEF6","Q15052"
"612",612,"sp.Q5TCQ9.4.MAGI3_HUMAN","MAGI3","Q5TCQ9-4"
"613",613,"sp.Q86UL8.MAGI2_HUMAN","MAGI2","Q86UL8"
"614",614,"sp.Q96QZ7.2.MAGI1_HUMAN","MAGI1","Q96QZ7-2"
"615",615,"sp.P29374.ARI4A_HUMAN","ARID4A","P29374"
"616",616,"sp.Q4LE39.ARI4B_HUMAN","ARID4B","Q4LE39"
"617",617,"sp.Q9H9Z2.LN28A_HUMAN","LIN28A","Q9H9Z2"
"618",618,"sp.Q6ZN17.LN28B_HUMAN","LIN28B","Q6ZN17"
"619",619,"sp.P55273.CDN2D_HUMAN","CDKN2D","P55273"
"620",620,"sp.O00257.CBX4_HUMAN","CBX4","O00257"
"621",621,"sp.P49916.DNLI3_HUMAN","LIG3","P49916"
"622",622,"sp.O14513.NCKP5_HUMAN","NCKAP5","O14513"
"623",623,"sp.Q6P1J9.CDC73_HUMAN","CDC73","Q6P1J9"
"624",624,"sp.Q96JM2.3.ZN462_HUMAN","ZNF462","Q96JM2-3"
"625",625,"sp.O75061.2.AUXI_HUMAN","DNAJC6","O75061-2"
"626",626,"sp.P51452.DUS3_HUMAN","DUSP3","P51452"
"627",627,"sp.Q86TC9.MYPN_HUMAN","MYPN","Q86TC9"
"628",628,"sp.Q8WX93.PALLD_HUMAN","PALLD","Q8WX93"
"629",629,"sp.Q9Y277.VDAC3_HUMAN","VDAC3","Q9Y277"
"630",630,"sp.P21796.VDAC1_HUMAN","VDAC1","P21796"
"631",631,"sp.Q7Z3D6.2.CN159_HUMAN","C14orf159","Q7Z3D6-2"
"632",632,"sp.Q9NQX3.2.GEPH_HUMAN","GPHN","Q9NQX3-2"
"633",633,"sp.Q92979.NEP1_HUMAN","EMG1","Q92979"
"634",634,"sp.Q96T58.MINT_HUMAN","SPEN","Q96T58"
"635",635,"sp.O43395.PRPF3_HUMAN","PRPF3","O43395"
"636",636,"sp.Q9H4W6.COE3_HUMAN","EBF3","Q9H4W6"
"637",637,"tr.E5RFQ1.E5RFQ1_HUMAN","EBF1","E5RFQ1"
"638",638,"sp.Q9BQW3.1.COE4_HUMAN","EBF4","Q9BQW3-1"
"639",639,"sp.O95671.ASML_HUMAN","ASMTL","O95671"
"640",640,"sp.Q9UPP1.PHF8_HUMAN","PHF8","Q9UPP1"
"641",641,"sp.Q9Y2K7.KDM2A_HUMAN","KDM2A","Q9Y2K7"
"642",642,"sp.O75151.PHF2_HUMAN","PHF2","O75151"
"643",643,"sp.Q8NHM5.KDM2B_HUMAN","KDM2B","Q8NHM5"
"644",644,"sp.Q9NY97.B3GN2_HUMAN","B3GNT2","Q9NY97"
"645",645,"sp.P12259.FA5_HUMAN","F5","P12259"
"646",646,"sp.P98194.7.AT2C1_HUMAN","ATP2C1","P98194-7"
"647",647,"sp.Q12888.TP53B_HUMAN","TP53BP1","Q12888"
"648",648,"sp.Q96FQ6.S10AG_HUMAN","S100A16","Q96FQ6"
"649",649,"sp.Q9H0R6.GATA_HUMAN","QRSL1","Q9H0R6"
"650",650,"sp.Q6DN12.2.MCTP2_HUMAN","MCTP2","Q6DN12-2"
"651",651,"sp.Q6DN14.3.MCTP1_HUMAN","MCTP1","Q6DN14-3"
"652",652,"sp.Q8NFC6.BD1L1_HUMAN","BOD1L1","Q8NFC6"
"653",653,"sp.Q9UPQ0.4.LIMC1_HUMAN","LIMCH1","Q9UPQ0-4"
"654",654,"sp.Q96IK1.BOD1_HUMAN","BOD1","Q96IK1"
"655",655,"sp.Q9UPQ0.3.LIMC1_HUMAN","LIMCH1","Q9UPQ0-3"
"656",656,"sp.Q96QT4.TRPM7_HUMAN","TRPM7","Q96QT4"
"657",657,"sp.Q9BX84.TRPM6_HUMAN","TRPM6","Q9BX84"
"658",658,"sp.Q92673.SORL_HUMAN","SORL1","Q92673"
"659",659,"sp.Q9UJP4.KLH21_HUMAN","KLHL21","Q9UJP4"
"660",660,"sp.P78362.2.SRPK2_HUMAN","SRPK2","P78362-2"
"661",661,"sp.Q96SB4.SRPK1_HUMAN","SRPK1","Q96SB4"
"662",662,"sp.O95782.AP2A1_HUMAN","AP2A1","O95782"
"663",663,"sp.O94973.2.AP2A2_HUMAN","AP2A2","O94973-2"
"664",664,"sp.Q15293.RCN1_HUMAN","RCN1","Q15293"
"665",665,"sp.O15382.BCAT2_HUMAN","BCAT2","O15382"
"666",666,"sp.P35612.ADDB_HUMAN","ADD2","P35612"
"667",667,"sp.P35611.3.ADDA_HUMAN","ADD1","P35611-3"
"668",668,"sp.Q9UEY8.ADDG_HUMAN","ADD3","Q9UEY8"
"669",669,"sp.Q9UPZ6.THS7A_HUMAN","THSD7A","Q9UPZ6"
"670",670,"sp.Q9UIW2.PLXA1_HUMAN","PLXNA1","Q9UIW2"
"671",671,"sp.Q9HCM2.PLXA4_HUMAN","PLXNA4","Q9HCM2"
"672",672,"sp.O75051.PLXA2_HUMAN","PLXNA2","O75051"
"673",673,"sp.P51805.PLXA3_HUMAN","PLXNA3","P51805"
"674",674,"sp.Q9UBV2.SE1L1_HUMAN","SEL1L","Q9UBV2"
"675",675,"sp.P30038.AL4A1_HUMAN","ALDH4A1","P30038"
"676",676,"sp.Q8IVT2.MISP_HUMAN","MISP","Q8IVT2"
"677",677,"sp.O95071.UBR5_HUMAN","UBR5","O95071"
"678",678,"sp.Q9BZL4.PP12C_HUMAN","PPP1R12C","Q9BZL4"
"679",679,"sp.Q9BZL4.3.PP12C_HUMAN","PPP1R12C","Q9BZL4-3"
"680",680,"sp.O14974.4.MYPT1_HUMAN","PPP1R12A","O14974-4"
"681",681,"sp.O60237.MYPT2_HUMAN","PPP1R12B","O60237"
"682",682,"tr.H0YHI8.H0YHI8_HUMAN","PPP1R12A","H0YHI8"
"683",683,"sp.P67809.YBOX1_HUMAN","YBX1","P67809"
"684",684,"sp.Q9Y2T7.YBOX2_HUMAN","YBX2","Q9Y2T7"
"685",685,"sp.P16989.YBOX3_HUMAN","YBX3","P16989"
"686",686,"sp.P16989.2.YBOX3_HUMAN","YBX3","P16989-2"
"687",687,"sp.Q5R3I4.TTC38_HUMAN","TTC38","Q5R3I4"
"688",688,"sp.Q7Z6I8.CE024_HUMAN","C5orf24","Q7Z6I8"
"689",689,"sp.Q92805.GOGA1_HUMAN","GOLGA1","Q92805"
"690",690,"sp.O43823.AKAP8_HUMAN","AKAP8","O43823"
"691",691,"sp.Q6UWJ1.TMCO3_HUMAN","TMCO3","Q6UWJ1"
"692",692,"sp.Q6PK04.CC137_HUMAN","CCDC137","Q6PK04"
"693",693,"sp.O60784.2.TOM1_HUMAN","TOM1","O60784-2"
"694",694,"tr.E7EPD0.E7EPD0_HUMAN","TOM1","E7EPD0"
"695",695,"sp.Q674X7.3.KAZRN_HUMAN","KAZN","Q674X7-3"
"696",696,"sp.Q674X7.KAZRN_HUMAN","KAZN","Q674X7"
